State/UT,Month,2019,2018,2017,2016,2015,percentage2019,percentage2018,percentage2017,percentage2016,percentage2015,Monthly_visitors2019,Monthly_visitors2018,Monthly_visitors2017,Monthly_visitors2016,Monthly_visitors2015
Andaman & Nicobar Island ,January,1111040,1045027,964109,844533,790854,0.05,0.05,0.06,0.06,0.06,555.52,522.5135,578.4654,506.71979999999996,474.51239999999996
Andaman & Nicobar Island ,February,1090516,1049259,931025,848782,761007,0.05,0.05,0.06,0.06,0.06,545.258,524.6295,558.615,509.26919999999996,456.6042
Andaman & Nicobar Island ,March,978236,1021539,885936,809107,729154,0.05,0.05,0.06,0.06,0.06,489.11800000000005,510.76950000000005,531.5616,485.4642,437.4924
Andaman & Nicobar Island ,April,774651,745033,717899,592004,541551,0.05,0.05,0.06,0.06,0.06,387.32550000000003,372.5165,430.73939999999993,355.20239999999995,324.93059999999997
Andaman & Nicobar Island ,May,615136,606513,622408,527466,509869,0.05,0.05,0.06,0.06,0.06,307.56800000000004,303.2565,373.4448,316.4796,305.9214
Andaman & Nicobar Island ,June,726446,683935,663470,546972,512341,0.05,0.05,0.06,0.06,0.06,363.223,341.9675,398.082,328.1832,307.4046
Andaman & Nicobar Island ,July,818125,806493,779309,733834,628323,0.05,0.05,0.06,0.06,0.06,409.0625,403.2465,467.5854,440.3004,376.99379999999996
Andaman & Nicobar Island ,August,800837,785993,719129,652111,599478,0.05,0.05,0.06,0.06,0.06,400.41850000000005,392.9965,431.4774,391.2666,359.6868
Andaman & Nicobar Island ,September,751513,719894,719964,608177,542600,0.05,0.05,0.06,0.06,0.06,375.7565,359.94700000000006,431.97839999999997,364.90619999999996,325.56
Andaman & Nicobar Island ,October,945017,890223,866976,741770,683286,0.05,0.05,0.06,0.06,0.06,472.5085000000001,445.11150000000004,520.1856,445.06199999999995,409.97159999999997
Andaman & Nicobar Island ,November,1092440,1012569,997738,878280,815947,0.05,0.05,0.06,0.06,0.06,546.22,506.28450000000004,598.6428,526.968,489.5682
Andaman & Nicobar Island ,December,1226398,1191498,1167840,1021375,912723,0.05,0.05,0.06,0.06,0.06,613.1990000000001,595.749,700.704,612.825,547.6338
Andhra Pradesh  ,January,1111040,1045027,964109,844533,790854,0.89,0.97,1.01,1.39,1.02,9888.256,10136.7619,9737.5009,11739.008699999998,8066.7108
Andhra Pradesh  ,February,1090516,1049259,931025,848782,761007,0.89,0.97,1.01,1.39,1.02,9705.5924,10177.8123,9403.3525,11798.0698,7762.2714000000005
Andhra Pradesh  ,March,978236,1021539,885936,809107,729154,0.89,0.97,1.01,1.39,1.02,8706.3004,9908.9283,8947.9536,11246.5873,7437.3708
Andhra Pradesh  ,April,774651,745033,717899,592004,541551,0.89,0.97,1.01,1.39,1.02,6894.3939,7226.8201,7250.7798999999995,8228.855599999999,5523.8202
Andhra Pradesh  ,May,615136,606513,622408,527466,509869,0.89,0.97,1.01,1.39,1.02,5474.7104,5883.1761,6286.3207999999995,7331.7774,5200.6638
Andhra Pradesh  ,June,726446,683935,663470,546972,512341,0.89,0.97,1.01,1.39,1.02,6465.3694000000005,6634.1695,6701.047,7602.9108,5225.8782
Andhra Pradesh  ,July,818125,806493,779309,733834,628323,0.89,0.97,1.01,1.39,1.02,7281.3125,7822.982099999999,7871.0208999999995,10200.292599999999,6408.8946
Andhra Pradesh  ,August,800837,785993,719129,652111,599478,0.89,0.97,1.01,1.39,1.02,7127.4493,7624.1321,7263.2029,9064.3429,6114.6756000000005
Andhra Pradesh  ,September,751513,719894,719964,608177,542600,0.89,0.97,1.01,1.39,1.02,6688.465700000001,6982.971799999999,7271.6364,8453.6603,5534.52
Andhra Pradesh  ,October,945017,890223,866976,741770,683286,0.89,0.97,1.01,1.39,1.02,8410.6513,8635.1631,8756.4576,10310.603,6969.517199999999
Andhra Pradesh  ,November,1092440,1012569,997738,878280,815947,0.89,0.97,1.01,1.39,1.02,9722.716,9821.9193,10077.1538,12208.091999999999,8322.6594
Andhra Pradesh  ,December,1226398,1191498,1167840,1021375,912723,0.89,0.97,1.01,1.39,1.02,10914.9422,11557.5306,11795.184,14197.1125,9309.774599999999
Arunachal Pradesh ,January,1111040,1045027,964109,844533,790854,0.02,0.03,0.03,0.03,0.02,222.208,313.50809999999996,289.2327,253.35989999999998,158.17079999999999
Arunachal Pradesh ,February,1090516,1049259,931025,848782,761007,0.02,0.03,0.03,0.03,0.02,218.1032,314.7777,279.3075,254.63459999999998,152.2014
Arunachal Pradesh ,March,978236,1021539,885936,809107,729154,0.02,0.03,0.03,0.03,0.02,195.6472,306.4617,265.7808,242.7321,145.8308
Arunachal Pradesh ,April,774651,745033,717899,592004,541551,0.02,0.03,0.03,0.03,0.02,154.9302,223.5099,215.36969999999997,177.60119999999998,108.31020000000001
Arunachal Pradesh ,May,615136,606513,622408,527466,509869,0.02,0.03,0.03,0.03,0.02,123.02720000000001,181.9539,186.7224,158.2398,101.97380000000001
Arunachal Pradesh ,June,726446,683935,663470,546972,512341,0.02,0.03,0.03,0.03,0.02,145.2892,205.1805,199.041,164.0916,102.4682
Arunachal Pradesh ,July,818125,806493,779309,733834,628323,0.02,0.03,0.03,0.03,0.02,163.625,241.9479,233.7927,220.1502,125.66460000000001
Arunachal Pradesh ,August,800837,785993,719129,652111,599478,0.02,0.03,0.03,0.03,0.02,160.1674,235.7979,215.7387,195.6333,119.8956
Arunachal Pradesh ,September,751513,719894,719964,608177,542600,0.02,0.03,0.03,0.03,0.02,150.3026,215.9682,215.98919999999998,182.45309999999998,108.52
Arunachal Pradesh ,October,945017,890223,866976,741770,683286,0.02,0.03,0.03,0.03,0.02,189.0034,267.0669,260.0928,222.53099999999998,136.65720000000002
Arunachal Pradesh ,November,1092440,1012569,997738,878280,815947,0.02,0.03,0.03,0.03,0.02,218.488,303.7707,299.3214,263.484,163.1894
Arunachal Pradesh ,December,1226398,1191498,1167840,1021375,912723,0.02,0.03,0.03,0.03,0.02,245.2796,357.44939999999997,350.352,306.4125,182.5446
Assam,January,1111040,1045027,964109,844533,790854,0.09,0.13,0.08,0.05,0.11,999.9359999999999,1358.5351,771.2872,422.2665,869.9394
Assam,February,1090516,1049259,931025,848782,761007,0.09,0.13,0.08,0.05,0.11,981.4644000000001,1364.0367,744.82,424.3910000000001,837.1077
Assam,March,978236,1021539,885936,809107,729154,0.09,0.13,0.08,0.05,0.11,880.4123999999999,1328.0007,708.7488000000001,404.55350000000004,802.0694
Assam,April,774651,745033,717899,592004,541551,0.09,0.13,0.08,0.05,0.11,697.1859,968.5429,574.3192,296.002,595.7061
Assam,May,615136,606513,622408,527466,509869,0.09,0.13,0.08,0.05,0.11,553.6224,788.4669,497.9264,263.733,560.8559
Assam,June,726446,683935,663470,546972,512341,0.09,0.13,0.08,0.05,0.11,653.8014,889.1155,530.776,273.48600000000005,563.5751
Assam,July,818125,806493,779309,733834,628323,0.09,0.13,0.08,0.05,0.11,736.3125,1048.4409,623.4472000000001,366.91700000000003,691.1553
Assam,August,800837,785993,719129,652111,599478,0.09,0.13,0.08,0.05,0.11,720.7533,1021.7909,575.3032,326.05550000000005,659.4258
Assam,September,751513,719894,719964,608177,542600,0.09,0.13,0.08,0.05,0.11,676.3616999999999,935.8622,575.9712000000001,304.0885,596.86
Assam,October,945017,890223,866976,741770,683286,0.09,0.13,0.08,0.05,0.11,850.5153,1157.2899,693.5808000000001,370.885,751.6146000000001
Assam,November,1092440,1012569,997738,878280,815947,0.09,0.13,0.08,0.05,0.11,983.1959999999999,1316.3397,798.1904000000001,439.14,897.5417
Assam,December,1226398,1191498,1167840,1021375,912723,0.09,0.13,0.08,0.05,0.11,1103.7582,1548.9474000000002,934.2719999999999,510.6875,1003.9953
Bihar ,January,1111040,1045027,964109,844533,790854,3.48,3.77,4.03,4.09,3.96,38664.192,39397.5179,38853.5927,34541.399699999994,31317.8184
Bihar ,February,1090516,1049259,931025,848782,761007,3.48,3.77,4.03,4.09,3.96,37949.9568,39557.0643,37520.3075,34715.1838,30135.877200000003
Bihar ,March,978236,1021539,885936,809107,729154,3.48,3.77,4.03,4.09,3.96,34042.612799999995,38512.0203,35703.2208,33092.4763,28874.498399999997
Bihar ,April,774651,745033,717899,592004,541551,3.48,3.77,4.03,4.09,3.96,26957.8548,28087.7441,28931.329700000002,24212.9636,21445.4196
Bihar ,May,615136,606513,622408,527466,509869,3.48,3.77,4.03,4.09,3.96,21406.732799999998,22865.540100000002,25083.042400000002,21573.3594,20190.8124
Bihar ,June,726446,683935,663470,546972,512341,3.48,3.77,4.03,4.09,3.96,25280.3208,25784.3495,26737.841,22371.1548,20288.703599999997
Bihar ,July,818125,806493,779309,733834,628323,3.48,3.77,4.03,4.09,3.96,28470.75,30404.786099999998,31406.1527,30013.8106,24881.5908
Bihar ,August,800837,785993,719129,652111,599478,3.48,3.77,4.03,4.09,3.96,27869.127599999996,29631.9361,28980.8987,26671.3399,23739.3288
Bihar ,September,751513,719894,719964,608177,542600,3.48,3.77,4.03,4.09,3.96,26152.6524,27140.0038,29014.549200000005,24874.4393,21486.96
Bihar ,October,945017,890223,866976,741770,683286,3.48,3.77,4.03,4.09,3.96,32886.5916,33561.4071,34939.1328,30338.392999999996,27058.1256
Bihar ,November,1092440,1012569,997738,878280,815947,3.48,3.77,4.03,4.09,3.96,38016.912000000004,38173.8513,40208.841400000005,35921.651999999995,32311.501200000002
Bihar ,December,1226398,1191498,1167840,1021375,912723,3.48,3.77,4.03,4.09,3.96,42678.6504,44919.4746,47063.952000000005,41774.2375,36143.8308
Chandigarh ,January,1111040,1045027,964109,844533,790854,0.14,0.14,0.12,0.13,0.13,1555.4560000000001,1463.0378000000003,1156.9308,1097.8929,1028.1102
Chandigarh ,February,1090516,1049259,931025,848782,761007,0.14,0.14,0.12,0.13,0.13,1526.7224,1468.9626,1117.23,1103.4166,989.3091000000001
Chandigarh ,March,978236,1021539,885936,809107,729154,0.14,0.14,0.12,0.13,0.13,1369.5304,1430.1546000000003,1063.1232,1051.8391000000001,947.9002
Chandigarh ,April,774651,745033,717899,592004,541551,0.14,0.14,0.12,0.13,0.13,1084.5114,1043.0462,861.4787999999999,769.6052000000001,704.0163
Chandigarh ,May,615136,606513,622408,527466,509869,0.14,0.14,0.12,0.13,0.13,861.1904000000001,849.1182000000001,746.8896,685.7058000000001,662.8297
Chandigarh ,June,726446,683935,663470,546972,512341,0.14,0.14,0.12,0.13,0.13,1017.0244000000001,957.5090000000001,796.164,711.0636,666.0433
Chandigarh ,July,818125,806493,779309,733834,628323,0.14,0.14,0.12,0.13,0.13,1145.3750000000002,1129.0902,935.1708,953.9842,816.8199000000001
Chandigarh ,August,800837,785993,719129,652111,599478,0.14,0.14,0.12,0.13,0.13,1121.1718,1100.3902,862.9548,847.7443000000001,779.3214
Chandigarh ,September,751513,719894,719964,608177,542600,0.14,0.14,0.12,0.13,0.13,1052.1182000000001,1007.8516000000001,863.9567999999999,790.6301000000001,705.38
Chandigarh ,October,945017,890223,866976,741770,683286,0.14,0.14,0.12,0.13,0.13,1323.0238,1246.3122,1040.3712,964.301,888.2718000000001
Chandigarh ,November,1092440,1012569,997738,878280,815947,0.14,0.14,0.12,0.13,0.13,1529.4160000000002,1417.5966,1197.2856,1141.7640000000001,1060.7311
Chandigarh ,December,1226398,1191498,1167840,1021375,912723,0.14,0.14,0.12,0.13,0.13,1716.9572000000003,1668.0972000000004,1401.408,1327.7875,1186.5399
Chhattisgarh ,January,1111040,1045027,964109,844533,790854,0.02,0.05,0.02,0.04,0.03,222.208,522.5135,192.8218,337.8132,237.25619999999998
Chhattisgarh ,February,1090516,1049259,931025,848782,761007,0.02,0.05,0.02,0.04,0.03,218.1032,524.6295,186.205,339.51279999999997,228.3021
Chhattisgarh ,March,978236,1021539,885936,809107,729154,0.02,0.05,0.02,0.04,0.03,195.6472,510.76950000000005,177.18720000000002,323.6428,218.7462
Chhattisgarh ,April,774651,745033,717899,592004,541551,0.02,0.05,0.02,0.04,0.03,154.9302,372.5165,143.5798,236.8016,162.46529999999998
Chhattisgarh ,May,615136,606513,622408,527466,509869,0.02,0.05,0.02,0.04,0.03,123.02720000000001,303.2565,124.4816,210.9864,152.9607
Chhattisgarh ,June,726446,683935,663470,546972,512341,0.02,0.05,0.02,0.04,0.03,145.2892,341.9675,132.694,218.7888,153.7023
Chhattisgarh ,July,818125,806493,779309,733834,628323,0.02,0.05,0.02,0.04,0.03,163.625,403.2465,155.86180000000002,293.5336,188.49689999999998
Chhattisgarh ,August,800837,785993,719129,652111,599478,0.02,0.05,0.02,0.04,0.03,160.1674,392.9965,143.8258,260.8444,179.8434
Chhattisgarh ,September,751513,719894,719964,608177,542600,0.02,0.05,0.02,0.04,0.03,150.3026,359.94700000000006,143.99280000000002,243.2708,162.78
Chhattisgarh ,October,945017,890223,866976,741770,683286,0.02,0.05,0.02,0.04,0.03,189.0034,445.11150000000004,173.39520000000002,296.70799999999997,204.98579999999998
Chhattisgarh ,November,1092440,1012569,997738,878280,815947,0.02,0.05,0.02,0.04,0.03,218.488,506.28450000000004,199.54760000000002,351.31200000000007,244.7841
Chhattisgarh ,December,1226398,1191498,1167840,1021375,912723,0.02,0.05,0.02,0.04,0.03,245.2796,595.749,233.56799999999998,408.55,273.8169
Dadra & Nagar Haveli ,January,1111040,1045027,964109,844533,790854,0.01,0.01,0.01,0.01,0.01,111.104,104.5027,96.4109,84.4533,79.08539999999999
Dadra & Nagar Haveli ,February,1090516,1049259,931025,848782,761007,0.01,0.01,0.01,0.01,0.01,109.0516,104.9259,93.1025,84.87819999999999,76.1007
Dadra & Nagar Haveli ,March,978236,1021539,885936,809107,729154,0.01,0.01,0.01,0.01,0.01,97.8236,102.1539,88.59360000000001,80.9107,72.9154
Dadra & Nagar Haveli ,April,774651,745033,717899,592004,541551,0.01,0.01,0.01,0.01,0.01,77.4651,74.5033,71.7899,59.2004,54.155100000000004
Dadra & Nagar Haveli ,May,615136,606513,622408,527466,509869,0.01,0.01,0.01,0.01,0.01,61.513600000000004,60.6513,62.2408,52.7466,50.986900000000006
Dadra & Nagar Haveli ,June,726446,683935,663470,546972,512341,0.01,0.01,0.01,0.01,0.01,72.6446,68.3935,66.347,54.6972,51.2341
Dadra & Nagar Haveli ,July,818125,806493,779309,733834,628323,0.01,0.01,0.01,0.01,0.01,81.8125,80.6493,77.93090000000001,73.3834,62.832300000000004
Dadra & Nagar Haveli ,August,800837,785993,719129,652111,599478,0.01,0.01,0.01,0.01,0.01,80.0837,78.5993,71.9129,65.2111,59.9478
Dadra & Nagar Haveli ,September,751513,719894,719964,608177,542600,0.01,0.01,0.01,0.01,0.01,75.1513,71.9894,71.99640000000001,60.8177,54.26
Dadra & Nagar Haveli ,October,945017,890223,866976,741770,683286,0.01,0.01,0.01,0.01,0.01,94.5017,89.0223,86.69760000000001,74.17699999999999,68.32860000000001
Dadra & Nagar Haveli ,November,1092440,1012569,997738,878280,815947,0.01,0.01,0.01,0.01,0.01,109.244,101.2569,99.77380000000001,87.82800000000002,81.5947
Dadra & Nagar Haveli ,December,1226398,1191498,1167840,1021375,912723,0.01,0.01,0.01,0.01,0.01,122.6398,119.1498,116.78399999999999,102.1375,91.2723
Daman & Diu ,January,1111040,1045027,964109,844533,790854,0.02,0.02,0.02,0.02,0.03,222.208,209.0054,192.8218,168.9066,237.25619999999998
Daman & Diu ,February,1090516,1049259,931025,848782,761007,0.02,0.02,0.02,0.02,0.03,218.1032,209.8518,186.205,169.75639999999999,228.3021
Daman & Diu ,March,978236,1021539,885936,809107,729154,0.02,0.02,0.02,0.02,0.03,195.6472,204.3078,177.18720000000002,161.8214,218.7462
Daman & Diu ,April,774651,745033,717899,592004,541551,0.02,0.02,0.02,0.02,0.03,154.9302,149.0066,143.5798,118.4008,162.46529999999998
Daman & Diu ,May,615136,606513,622408,527466,509869,0.02,0.02,0.02,0.02,0.03,123.02720000000001,121.3026,124.4816,105.4932,152.9607
Daman & Diu ,June,726446,683935,663470,546972,512341,0.02,0.02,0.02,0.02,0.03,145.2892,136.787,132.694,109.3944,153.7023
Daman & Diu ,July,818125,806493,779309,733834,628323,0.02,0.02,0.02,0.02,0.03,163.625,161.2986,155.86180000000002,146.7668,188.49689999999998
Daman & Diu ,August,800837,785993,719129,652111,599478,0.02,0.02,0.02,0.02,0.03,160.1674,157.1986,143.8258,130.4222,179.8434
Daman & Diu ,September,751513,719894,719964,608177,542600,0.02,0.02,0.02,0.02,0.03,150.3026,143.9788,143.99280000000002,121.6354,162.78
Daman & Diu ,October,945017,890223,866976,741770,683286,0.02,0.02,0.02,0.02,0.03,189.0034,178.0446,173.39520000000002,148.35399999999998,204.98579999999998
Daman & Diu ,November,1092440,1012569,997738,878280,815947,0.02,0.02,0.02,0.02,0.03,218.488,202.5138,199.54760000000002,175.65600000000003,244.7841
Daman & Diu ,December,1226398,1191498,1167840,1021375,912723,0.02,0.02,0.02,0.02,0.03,245.2796,238.2996,233.56799999999998,204.275,273.8169
Delhi,January,1111040,1045027,964109,844533,790854,9.5,9.49,10.19,10.2,10.2,105548.8,99173.0623,98242.70709999999,86142.366,80667.108
Delhi,February,1090516,1049259,931025,848782,761007,9.5,9.49,10.19,10.2,10.2,103599.02,99574.67910000001,94871.4475,86575.76399999998,77622.71399999999
Delhi,March,978236,1021539,885936,809107,729154,9.5,9.49,10.19,10.2,10.2,92932.42,96944.0511,90276.8784,82528.91399999999,74373.708
Delhi,April,774651,745033,717899,592004,541551,9.5,9.49,10.19,10.2,10.2,73591.845,70703.6317,73153.9081,60384.407999999996,55238.20199999999
Delhi,May,615136,606513,622408,527466,509869,9.5,9.49,10.19,10.2,10.2,58437.92,57558.0837,63423.375199999995,53801.53199999999,52006.638
Delhi,June,726446,683935,663470,546972,512341,9.5,9.49,10.19,10.2,10.2,69012.37,64905.431500000006,67607.593,55791.14399999999,52258.78199999999
Delhi,July,818125,806493,779309,733834,628323,9.5,9.49,10.19,10.2,10.2,77721.875,76536.1857,79411.5871,74851.068,64088.945999999996
Delhi,August,800837,785993,719129,652111,599478,9.5,9.49,10.19,10.2,10.2,76079.515,74590.7357,73279.2451,66515.32199999999,61146.755999999994
Delhi,September,751513,719894,719964,608177,542600,9.5,9.49,10.19,10.2,10.2,71393.735,68317.9406,73364.33159999999,62034.054,55345.2
Delhi,October,945017,890223,866976,741770,683286,9.5,9.49,10.19,10.2,10.2,89776.615,84482.1627,88344.8544,75660.54,69695.17199999999
Delhi,November,1092440,1012569,997738,878280,815947,9.5,9.49,10.19,10.2,10.2,103781.8,96092.7981,101669.50219999999,89584.56,83226.594
Delhi,December,1226398,1191498,1167840,1021375,912723,9.5,9.49,10.19,10.2,10.2,116507.81,113073.1602,119002.896,104180.25,93097.746
Goa,January,1111040,1045027,964109,844533,790854,2.98,3.23,3.13,2.75,2.32,33108.992,33754.3721,30176.611699999998,23224.6575,18347.8128
Goa,February,1090516,1049259,931025,848782,761007,2.98,3.23,3.13,2.75,2.32,32497.376800000002,33891.0657,29141.0825,23341.505,17655.362399999998
Goa,March,978236,1021539,885936,809107,729154,2.98,3.23,3.13,2.75,2.32,29151.4328,32995.7097,27729.796799999996,22250.4425,16916.372799999997
Goa,April,774651,745033,717899,592004,541551,2.98,3.23,3.13,2.75,2.32,23084.5998,24064.565899999998,22470.2387,16280.11,12563.983199999999
Goa,May,615136,606513,622408,527466,509869,2.98,3.23,3.13,2.75,2.32,18331.0528,19590.3699,19481.3704,14505.315,11828.960799999999
Goa,June,726446,683935,663470,546972,512341,2.98,3.23,3.13,2.75,2.32,21648.0908,22091.100499999997,20766.610999999997,15041.73,11886.311199999998
Goa,July,818125,806493,779309,733834,628323,2.98,3.23,3.13,2.75,2.32,24380.125,26049.7239,24392.3717,20180.435,14577.093599999998
Goa,August,800837,785993,719129,652111,599478,2.98,3.23,3.13,2.75,2.32,23864.9426,25387.573900000003,22508.7377,17933.0525,13907.8896
Goa,September,751513,719894,719964,608177,542600,2.98,3.23,3.13,2.75,2.32,22395.087399999997,23252.5762,22534.873199999998,16724.8675,12588.32
Goa,October,945017,890223,866976,741770,683286,2.98,3.23,3.13,2.75,2.32,28161.5066,28754.2029,27136.3488,20398.675,15852.235199999997
Goa,November,1092440,1012569,997738,878280,815947,2.98,3.23,3.13,2.75,2.32,32554.712000000003,32705.9787,31229.199399999998,24152.7,18929.9704
Goa,December,1226398,1191498,1167840,1021375,912723,2.98,3.23,3.13,2.75,2.32,36546.6604,38485.3854,36553.392,28087.8125,21175.1736
Gujrat ,January,1111040,1045027,964109,844533,790854,1.9,1.78,1.67,1.39,1.22,21109.76,18601.4806,16100.6203,11739.008699999998,9648.4188
Gujrat ,February,1090516,1049259,931025,848782,761007,1.9,1.78,1.67,1.39,1.22,20719.804,18676.8102,15548.1175,11798.0698,9284.2854
Gujrat ,March,978236,1021539,885936,809107,729154,1.9,1.78,1.67,1.39,1.22,18586.484,18183.3942,14795.131199999998,11246.5873,8895.6788
Gujrat ,April,774651,745033,717899,592004,541551,1.9,1.78,1.67,1.39,1.22,14718.368999999999,13261.5874,11988.913299999998,8228.855599999999,6606.9222
Gujrat ,May,615136,606513,622408,527466,509869,1.9,1.78,1.67,1.39,1.22,11687.583999999999,10795.931400000001,10394.2136,7331.7774,6220.4018
Gujrat ,June,726446,683935,663470,546972,512341,1.9,1.78,1.67,1.39,1.22,13802.473999999998,12174.043,11079.948999999999,7602.9108,6250.5602
Gujrat ,July,818125,806493,779309,733834,628323,1.9,1.78,1.67,1.39,1.22,15544.375,14355.5754,13014.4603,10200.292599999999,7665.540599999999
Gujrat ,August,800837,785993,719129,652111,599478,1.9,1.78,1.67,1.39,1.22,15215.902999999998,13990.6754,12009.4543,9064.3429,7313.631600000001
Gujrat ,September,751513,719894,719964,608177,542600,1.9,1.78,1.67,1.39,1.22,14278.747,12814.1132,12023.398799999999,8453.6603,6619.72
