State/UT,Month,2019,2018,2017,2016,2015,percentage2019,percentage2018,percentage2017,percentage2016,percentage2015,Monthly_visitors2019,Monthly_visitors2018,Monthly_visitors2017,Monthly_visitors2016,Monthly_visitors2015
Nagaland ,April,774651,745033,717899,592004,541551,0.02,0.02,0.02,0.01,0.01,154.9302,149.0066,143.5798,59.2004,54.155100000000004
Nagaland ,May,615136,606513,622408,527466,509869,0.02,0.02,0.02,0.01,0.01,123.02720000000001,121.3026,124.4816,52.7466,50.986900000000006
Nagaland ,June,726446,683935,663470,546972,512341,0.02,0.02,0.02,0.01,0.01,145.2892,136.787,132.694,54.6972,51.2341
Nagaland ,July,818125,806493,779309,733834,628323,0.02,0.02,0.02,0.01,0.01,163.625,161.2986,155.86180000000002,73.3834,62.832300000000004
Nagaland ,August,800837,785993,719129,652111,599478,0.02,0.02,0.02,0.01,0.01,160.1674,157.1986,143.8258,65.2111,59.9478
Nagaland ,September,751513,719894,719964,608177,542600,0.02,0.02,0.02,0.01,0.01,150.3026,143.9788,143.99280000000002,60.8177,54.26
Nagaland ,October,945017,890223,866976,741770,683286,0.02,0.02,0.02,0.01,0.01,189.0034,178.0446,173.39520000000002,74.17699999999999,68.32860000000001
Nagaland ,November,1092440,1012569,997738,878280,815947,0.02,0.02,0.02,0.01,0.01,218.488,202.5138,199.54760000000002,87.82800000000002,81.5947
Nagaland ,December,1226398,1191498,1167840,1021375,912723,0.02,0.02,0.02,0.01,0.01,245.2796,238.2996,233.56799999999998,102.1375,91.2723
Odisha ,January,1111040,1045027,964109,844533,790854,0.37,0.38,0.37,0.31,0.29,4110.848,3971.1026,3567.2033,2618.0523000000003,2293.4766
Odisha ,February,1090516,1049259,931025,848782,761007,0.37,0.38,0.37,0.31,0.29,4034.9092,3987.1841999999997,3444.7925,2631.2241999999997,2206.9202999999998
Odisha ,March,978236,1021539,885936,809107,729154,0.37,0.38,0.37,0.31,0.29,3619.4732,3881.8482,3277.9632,2508.2317,2114.5465999999997
Odisha ,April,774651,745033,717899,592004,541551,0.37,0.38,0.37,0.31,0.29,2866.2087,2831.1254,2656.2263000000003,1835.2124,1570.4978999999998
Odisha ,May,615136,606513,622408,527466,509869,0.37,0.38,0.37,0.31,0.29,2276.0032,2304.7494,2302.9096,1635.1445999999999,1478.6200999999999
Odisha ,June,726446,683935,663470,546972,512341,0.37,0.38,0.37,0.31,0.29,2687.8502000000003,2598.953,2454.839,1695.6132,1485.7888999999998
Odisha ,July,818125,806493,779309,733834,628323,0.37,0.38,0.37,0.31,0.29,3027.0625,3064.6734,2883.4433000000004,2274.8854,1822.1366999999998
Odisha ,August,800837,785993,719129,652111,599478,0.37,0.38,0.37,0.31,0.29,2963.0969,2986.7734,2660.7772999999997,2021.5441,1738.4862
Odisha ,September,751513,719894,719964,608177,542600,0.37,0.38,0.37,0.31,0.29,2780.5981,2735.5972,2663.8668,1885.3487,1573.54
Odisha ,October,945017,890223,866976,741770,683286,0.37,0.38,0.37,0.31,0.29,3496.5629,3382.8474,3207.8112,2299.487,1981.5293999999997
Odisha ,November,1092440,1012569,997738,878280,815947,0.37,0.38,0.37,0.31,0.29,4042.028,3847.7622,3691.6306,2722.6679999999997,2366.2463
Odisha ,December,1226398,1191498,1167840,1021375,912723,0.37,0.38,0.37,0.31,0.29,4537.6726,4527.6924,4321.008,3166.2625,2646.8967
Puducherry ,January,1111040,1045027,964109,844533,790854,0.48,0.49,0.49,0.48,0.46,5332.991999999999,5120.6323,4724.134099999999,4053.7583999999997,3637.9284000000002
Puducherry ,February,1090516,1049259,931025,848782,761007,0.48,0.49,0.49,0.48,0.46,5234.4768,5141.3691,4562.0225,4074.1535999999996,3500.6322000000005
Puducherry ,March,978236,1021539,885936,809107,729154,0.48,0.49,0.49,0.48,0.46,4695.5328,5005.5410999999995,4341.0864,3883.7136,3354.1084
Puducherry ,April,774651,745033,717899,592004,541551,0.48,0.49,0.49,0.48,0.46,3718.3248,3650.6616999999997,3517.7051,2841.6191999999996,2491.1346000000003
Puducherry ,May,615136,606513,622408,527466,509869,0.48,0.49,0.49,0.48,0.46,2952.6528,2971.9137,3049.7992,2531.8368,2345.3974000000003
Puducherry ,June,726446,683935,663470,546972,512341,0.48,0.49,0.49,0.48,0.46,3486.9407999999994,3351.2814999999996,3251.0029999999997,2625.4656,2356.7686000000003
Puducherry ,July,818125,806493,779309,733834,628323,0.48,0.49,0.49,0.48,0.46,3927.0,3951.8157,3818.6141,3522.4032,2890.2858
Puducherry ,August,800837,785993,719129,652111,599478,0.48,0.49,0.49,0.48,0.46,3844.0176,3851.3657000000003,3523.7321,3130.1328,2757.5988
Puducherry ,September,751513,719894,719964,608177,542600,0.48,0.49,0.49,0.48,0.46,3607.2624,3527.4806,3527.8235999999997,2919.2495999999996,2495.96
Puducherry ,October,945017,890223,866976,741770,683286,0.48,0.49,0.49,0.48,0.46,4536.0815999999995,4362.0927,4248.1824,3560.4959999999996,3143.1156
Puducherry ,November,1092440,1012569,997738,878280,815947,0.48,0.49,0.49,0.48,0.46,5243.7119999999995,4961.5881,4888.9162,4215.744,3753.3562
Puducherry ,December,1226398,1191498,1167840,1021375,912723,0.48,0.49,0.49,0.48,0.46,5886.710399999999,5838.340200000001,5722.416,4902.6,4198.5258
Punjab ,January,1111040,1045027,964109,844533,790854,3.51,4.16,4.12,2.67,1.04,38997.504,43473.1232,39721.2908,22549.0311,8224.8816
Punjab ,February,1090516,1049259,931025,848782,761007,3.51,4.16,4.12,2.67,1.04,38277.1116,43649.1744,38358.23,22662.4794,7914.4728000000005
Punjab ,March,978236,1021539,885936,809107,729154,3.51,4.16,4.12,2.67,1.04,34336.0836,42496.0224,36500.563200000004,21603.156899999998,7583.2016
Punjab ,April,774651,745033,717899,592004,541551,3.51,4.16,4.12,2.67,1.04,27190.250099999997,30993.3728,29577.4388,15806.5068,5632.1304
Punjab ,May,615136,606513,622408,527466,509869,3.51,4.16,4.12,2.67,1.04,21591.2736,25230.9408,25643.2096,14083.3422,5302.6376
Punjab ,June,726446,683935,663470,546972,512341,3.51,4.16,4.12,2.67,1.04,25498.2546,28451.696,27334.964,14604.152399999999,5328.3464
Punjab ,July,818125,806493,779309,733834,628323,3.51,4.16,4.12,2.67,1.04,28716.1875,33550.1088,32107.5308,19593.3678,6534.559200000001
Punjab ,August,800837,785993,719129,652111,599478,3.51,4.16,4.12,2.67,1.04,28109.378699999997,32697.3088,29628.1148,17411.363699999998,6234.5712
Punjab ,September,751513,719894,719964,608177,542600,3.51,4.16,4.12,2.67,1.04,26378.1063,29947.5904,29662.5168,16238.325899999998,5643.04
Punjab ,October,945017,890223,866976,741770,683286,3.51,4.16,4.12,2.67,1.04,33170.0967,37033.2768,35719.4112,19805.259,7106.174400000001
Punjab ,November,1092440,1012569,997738,878280,815947,3.51,4.16,4.12,2.67,1.04,38344.644,42122.8704,41106.8056,23450.076,8485.8488
Punjab ,December,1226398,1191498,1167840,1021375,912723,3.51,4.16,4.12,2.67,1.04,43046.5698,49566.31680000001,48115.008,27270.7125,9492.3192
Rajasthan  ,January,1111040,1045027,964109,844533,790854,5.11,6.08,5.99,6.13,6.32,56774.144,63537.6416,57750.1291,51769.8729,49981.9728
Rajasthan  ,February,1090516,1049259,931025,848782,761007,5.11,6.08,5.99,6.13,6.32,55725.367600000005,63794.947199999995,55768.3975,52030.3366,48095.642400000004
Rajasthan  ,March,978236,1021539,885936,809107,729154,5.11,6.08,5.99,6.13,6.32,49987.859599999996,62109.5712,53067.5664,49598.2591,46082.5328
Rajasthan  ,April,774651,745033,717899,592004,541551,5.11,6.08,5.99,6.13,6.32,39584.6661,45298.0064,43002.1501,36289.8452,34226.0232
Rajasthan  ,May,615136,606513,622408,527466,509869,5.11,6.08,5.99,6.13,6.32,31433.449600000004,36875.9904,37282.239199999996,32333.665800000002,32223.7208
Rajasthan  ,June,726446,683935,663470,546972,512341,5.11,6.08,5.99,6.13,6.32,37121.3906,41583.248,39741.853,33529.3836,32379.9512
Rajasthan  ,July,818125,806493,779309,733834,628323,5.11,6.08,5.99,6.13,6.32,41806.18750000001,49034.7744,46680.6091,44984.0242,39710.013600000006
Rajasthan  ,August,800837,785993,719129,652111,599478,5.11,6.08,5.99,6.13,6.32,40922.7707,47788.3744,43075.8271,39974.404299999995,37887.0096
Rajasthan  ,September,751513,719894,719964,608177,542600,5.11,6.08,5.99,6.13,6.32,38402.3143,43769.5552,43125.8436,37281.2501,34292.32
Rajasthan  ,October,945017,890223,866976,741770,683286,5.11,6.08,5.99,6.13,6.32,48290.3687,54125.5584,51931.862400000005,45470.501,43183.675200000005
Rajasthan  ,November,1092440,1012569,997738,878280,815947,5.11,6.08,5.99,6.13,6.32,55823.684,61564.1952,59764.5062,53838.56399999999,51567.8504
Rajasthan  ,December,1226398,1191498,1167840,1021375,912723,5.11,6.08,5.99,6.13,6.32,62668.9378,72443.0784,69953.61600000001,62610.2875,57684.0936
Sikkim,January,1111040,1045027,964109,844533,790854,0.42,0.25,0.18,0.27,0.16,4666.3679999999995,2612.5675,1735.3962,2280.2391000000002,1265.3663999999999
Sikkim,February,1090516,1049259,931025,848782,761007,0.42,0.25,0.18,0.27,0.16,4580.1672,2623.1475,1675.845,2291.7114,1217.6112
Sikkim,March,978236,1021539,885936,809107,729154,0.42,0.25,0.18,0.27,0.16,4108.5912,2553.8475,1594.6847999999998,2184.5889,1166.6464
Sikkim,April,774651,745033,717899,592004,541551,0.42,0.25,0.18,0.27,0.16,3253.5342,1862.5825,1292.2182,1598.4108,866.4816000000001
Sikkim,May,615136,606513,622408,527466,509869,0.42,0.25,0.18,0.27,0.16,2583.5712,1516.2825,1120.3344,1424.1582,815.7904000000001
Sikkim,June,726446,683935,663470,546972,512341,0.42,0.25,0.18,0.27,0.16,3051.0732000000003,1709.8375,1194.2459999999999,1476.8244,819.7456
Sikkim,July,818125,806493,779309,733834,628323,0.42,0.25,0.18,0.27,0.16,3436.125,2016.2325,1402.7562,1981.3518000000001,1005.3168000000001
Sikkim,August,800837,785993,719129,652111,599478,0.42,0.25,0.18,0.27,0.16,3363.5153999999998,1964.9825,1294.4322,1760.6997000000001,959.1648
Sikkim,September,751513,719894,719964,608177,542600,0.42,0.25,0.18,0.27,0.16,3156.3545999999997,1799.735,1295.9352,1642.0779,868.16
Sikkim,October,945017,890223,866976,741770,683286,0.42,0.25,0.18,0.27,0.16,3969.0714000000003,2225.5575,1560.5567999999998,2002.7790000000002,1093.2576000000001
Sikkim,November,1092440,1012569,997738,878280,815947,0.42,0.25,0.18,0.27,0.16,4588.248,2531.4225,1795.9284,2371.356,1305.5152
Sikkim,December,1226398,1191498,1167840,1021375,912723,0.42,0.25,0.18,0.27,0.16,5150.8715999999995,2978.745,2102.1119999999996,2757.7125,1460.3568
Tamil Nadu,January,1111040,1045027,964109,844533,790854,21.86,21.04,18.08,19.11,20.08,242873.34399999998,219873.68079999997,174310.9072,161390.25629999998,158803.4832
Tamil Nadu,February,1090516,1049259,931025,848782,761007,21.86,21.04,18.08,19.11,20.08,238386.7976,220764.0936,168329.32,162202.2402,152810.2056
Tamil Nadu,March,978236,1021539,885936,809107,729154,21.86,21.04,18.08,19.11,20.08,213842.3896,214931.8056,160177.22879999998,154620.34769999998,146414.12319999997
Tamil Nadu,April,774651,745033,717899,592004,541551,21.86,21.04,18.08,19.11,20.08,169338.70859999998,156754.94319999998,129796.13919999998,113131.9644,108743.44079999998
Tamil Nadu,May,615136,606513,622408,527466,509869,21.86,21.04,18.08,19.11,20.08,134468.7296,127610.3352,112531.36639999998,100798.75259999999,102381.6952
Tamil Nadu,June,726446,683935,663470,546972,512341,21.86,21.04,18.08,19.11,20.08,158801.0956,143899.924,119955.37599999999,104526.3492,102878.0728
Tamil Nadu,July,818125,806493,779309,733834,628323,21.86,21.04,18.08,19.11,20.08,178842.125,169686.1272,140899.0672,140235.67740000002,126167.25839999999
Tamil Nadu,August,800837,785993,719129,652111,599478,21.86,21.04,18.08,19.11,20.08,175062.9682,165372.92719999998,130018.52319999998,124618.41209999999,120375.18239999999
Tamil Nadu,September,751513,719894,719964,608177,542600,21.86,21.04,18.08,19.11,20.08,164280.7418,151465.69759999998,130169.49119999999,116222.62469999999,108954.08
Tamil Nadu,October,945017,890223,866976,741770,683286,21.86,21.04,18.08,19.11,20.08,206580.71620000002,187302.91919999997,156749.2608,141752.247,137203.8288
Tamil Nadu,November,1092440,1012569,997738,878280,815947,21.86,21.04,18.08,19.11,20.08,238807.384,213044.5176,180391.0304,167839.30800000002,163842.15759999998
Tamil Nadu,December,1226398,1191498,1167840,1021375,912723,21.86,21.04,18.08,19.11,20.08,268090.6028,250691.17919999998,211145.47199999998,195184.7625,183274.7784
Telengana,January,1111040,1045027,964109,844533,790854,1.03,1.1,0.94,0.67,0.54,11443.712,11495.297000000002,9062.6246,5658.3711,4270.6116
Telengana,February,1090516,1049259,931025,848782,761007,1.03,1.1,0.94,0.67,0.54,11232.3148,11541.849000000002,8751.635,5686.839400000001,4109.437800000001
Telengana,March,978236,1021539,885936,809107,729154,1.03,1.1,0.94,0.67,0.54,10075.830800000002,11236.929000000002,8327.7984,5421.0169000000005,3937.4316000000003
Telengana,April,774651,745033,717899,592004,541551,1.03,1.1,0.94,0.67,0.54,7978.9053,8195.363000000001,6748.250599999999,3966.4268000000006,2924.3754000000004
Telengana,May,615136,606513,622408,527466,509869,1.03,1.1,0.94,0.67,0.54,6335.9008,6671.643,5850.635200000001,3534.0222000000003,2753.2926
Telengana,June,726446,683935,663470,546972,512341,1.03,1.1,0.94,0.67,0.54,7482.3938,7523.285000000001,6236.6179999999995,3664.7124000000003,2766.6414
Telengana,July,818125,806493,779309,733834,628323,1.03,1.1,0.94,0.67,0.54,8426.6875,8871.423,7325.504599999999,4916.687800000001,3392.9442000000004
Telengana,August,800837,785993,719129,652111,599478,1.03,1.1,0.94,0.67,0.54,8248.6211,8645.923,6759.8126,4369.1437000000005,3237.1812
Telengana,September,751513,719894,719964,608177,542600,1.03,1.1,0.94,0.67,0.54,7740.5839000000005,7918.834,6767.661599999999,4074.7859000000003,2930.04
Telengana,October,945017,890223,866976,741770,683286,1.03,1.1,0.94,0.67,0.54,9733.6751,9792.453000000001,8149.5743999999995,4969.859,3689.7444
Telengana,November,1092440,1012569,997738,878280,815947,1.03,1.1,0.94,0.67,0.54,11252.132,11138.259000000002,9378.7372,5884.476000000001,4406.1138
Telengana,December,1226398,1191498,1167840,1021375,912723,1.03,1.1,0.94,0.67,0.54,12631.8994,13106.478000000001,10977.695999999998,6843.2125,4928.7042
Tripura ,January,1111040,1045027,964109,844533,790854,0.49,0.36,0.26,0.15,0.15,5444.096,3762.0971999999997,2506.6834,1266.7995,1186.281
Tripura ,February,1090516,1049259,931025,848782,761007,0.49,0.36,0.26,0.15,0.15,5343.528399999999,3777.3324,2420.665,1273.1729999999998,1141.5105
Tripura ,March,978236,1021539,885936,809107,729154,0.49,0.36,0.26,0.15,0.15,4793.356400000001,3677.5404,2303.4336000000003,1213.6605,1093.731
Tripura ,April,774651,745033,717899,592004,541551,0.49,0.36,0.26,0.15,0.15,3795.7898999999998,2682.1188,1866.5374000000002,888.0059999999999,812.3264999999999
Tripura ,May,615136,606513,622408,527466,509869,0.49,0.36,0.26,0.15,0.15,3014.1664,2183.4467999999997,1618.2608000000002,791.199,764.8034999999999
Tripura ,June,726446,683935,663470,546972,512341,0.49,0.36,0.26,0.15,0.15,3559.5854,2462.1659999999997,1725.0220000000002,820.4580000000001,768.5115
Tripura ,July,818125,806493,779309,733834,628323,0.49,0.36,0.26,0.15,0.15,4008.8125,2903.3747999999996,2026.2033999999999,1100.751,942.4845
Tripura ,August,800837,785993,719129,652111,599478,0.49,0.36,0.26,0.15,0.15,3924.1013000000003,2829.5748,1869.7354,978.1664999999999,899.217
Tripura ,September,751513,719894,719964,608177,542600,0.49,0.36,0.26,0.15,0.15,3682.4137,2591.6184,1871.9064,912.2655,813.9
Tripura ,October,945017,890223,866976,741770,683286,0.49,0.36,0.26,0.15,0.15,4630.5833,3204.8027999999995,2254.1376,1112.655,1024.9289999999999
Tripura ,November,1092440,1012569,997738,878280,815947,0.49,0.36,0.26,0.15,0.15,5352.956,3645.2483999999995,2594.1188,1317.42,1223.9205
Tripura ,December,1226398,1191498,1167840,1021375,912723,0.49,0.36,0.26,0.15,0.15,6009.3502,4289.3928,3036.384,1532.0625,1369.0845
Uttar Pradesh ,January,1111040,1045027,964109,844533,790854,15.11,13.09,13.23,12.78,13.31,167878.14399999997,136794.0343,127551.6207,107931.3174,105262.6674
Uttar Pradesh ,February,1090516,1049259,931025,848782,761007,15.11,13.09,13.23,12.78,13.31,164776.9676,137348.0031,123174.6075,108474.33959999999,101290.03169999999
Uttar Pradesh ,March,978236,1021539,885936,809107,729154,15.11,13.09,13.23,12.78,13.31,147811.4596,133719.4551,117209.33280000002,103403.8746,97050.3974
Uttar Pradesh ,April,774651,745033,717899,592004,541551,15.11,13.09,13.23,12.78,13.31,117049.7661,97524.81970000001,94978.0377,75658.11119999998,72080.4381
Uttar Pradesh ,May,615136,606513,622408,527466,509869,15.11,13.09,13.23,12.78,13.31,92947.04959999998,79392.5517,82344.5784,67410.15479999999,67863.56390000001
Uttar Pradesh ,June,726446,683935,663470,546972,512341,15.11,13.09,13.23,12.78,13.31,109765.99059999999,89527.09150000001,87777.08099999999,69903.0216,68192.5871
Uttar Pradesh ,July,818125,806493,779309,733834,628323,15.11,13.09,13.23,12.78,13.31,123618.6875,105569.9337,103102.5807,93783.9852,83629.7913
Uttar Pradesh ,August,800837,785993,719129,652111,599478,15.11,13.09,13.23,12.78,13.31,121006.4707,102886.4837,95140.7667,83339.7858,79790.5218
Uttar Pradesh ,September,751513,719894,719964,608177,542600,15.11,13.09,13.23,12.78,13.31,113553.6143,94234.1246,95251.2372,77725.02059999999,72220.06
Uttar Pradesh ,October,945017,890223,866976,741770,683286,15.11,13.09,13.23,12.78,13.31,142792.0687,116530.1907,114700.92480000001,94798.20599999999,90945.36660000001
Uttar Pradesh ,November,1092440,1012569,997738,878280,815947,15.11,13.09,13.23,12.78,13.31,165067.68399999998,132545.28209999998,132000.7374,112244.18399999998,108602.5457
Uttar Pradesh ,December,1226398,1191498,1167840,1021375,912723,15.11,13.09,13.23,12.78,13.31,185308.73779999997,155967.0882,154505.23200000002,130531.725,121483.43130000001
Uttarakhand ,January,1111040,1045027,964109,844533,790854,0.48,0.52,0.5,0.47,0.45,5332.991999999999,5434.1404,4820.545,3969.3050999999996,3558.843
Uttarakhand ,February,1090516,1049259,931025,848782,761007,0.48,0.52,0.5,0.47,0.45,5234.4768,5456.1468,4655.125,3989.2754,3424.5315
Uttarakhand ,March,978236,1021539,885936,809107,729154,0.48,0.52,0.5,0.47,0.45,4695.5328,5312.0028,4429.68,3802.8028999999997,3281.1929999999998
Uttarakhand ,April,774651,745033,717899,592004,541551,0.48,0.52,0.5,0.47,0.45,3718.3248,3874.1716,3589.495,2782.4188,2436.9795
Uttarakhand ,May,615136,606513,622408,527466,509869,0.48,0.52,0.5,0.47,0.45,2952.6528,3153.8676,3112.04,2479.0902,2294.4105
Uttarakhand ,June,726446,683935,663470,546972,512341,0.48,0.52,0.5,0.47,0.45,3486.9407999999994,3556.462,3317.35,2570.7684,2305.5345
Uttarakhand ,July,818125,806493,779309,733834,628323,0.48,0.52,0.5,0.47,0.45,3927.0,4193.7636,3896.545,3449.0198,2827.4535000000005
Uttarakhand ,August,800837,785993,719129,652111,599478,0.48,0.52,0.5,0.47,0.45,3844.0176,4087.1636,3595.645,3064.9217,2697.6510000000003
Uttarakhand ,September,751513,719894,719964,608177,542600,0.48,0.52,0.5,0.47,0.45,3607.2624,3743.4488,3599.82,2858.4319,2441.7
Uttarakhand ,October,945017,890223,866976,741770,683286,0.48,0.52,0.5,0.47,0.45,4536.0815999999995,4629.1596,4334.88,3486.3189999999995,3074.7870000000003
Uttarakhand ,November,1092440,1012569,997738,878280,815947,0.48,0.52,0.5,0.47,0.45,5243.7119999999995,5265.3588,4988.69,4127.916,3671.7615
Uttarakhand ,December,1226398,1191498,1167840,1021375,912723,0.48,0.52,0.5,0.47,0.45,5886.710399999999,6195.789600000001,5839.2,4800.4625,4107.253500000001
West Bengal ,January,1111040,1045027,964109,844533,790854,5.27,5.6,5.86,6.19,6.39,58551.808,58521.511999999995,56496.7874,52276.59270000001,50535.5706
West Bengal ,February,1090516,1049259,931025,848782,761007,5.27,5.6,5.86,6.19,6.39,57470.193199999994,58758.50399999999,54558.065,52539.6058,48628.347299999994
West Bengal ,March,978236,1021539,885936,809107,729154,5.27,5.6,5.86,6.19,6.39,51553.0372,57206.183999999994,51915.8496,50083.7233,46592.940599999994
West Bengal ,April,774651,745033,717899,592004,541551,5.27,5.6,5.86,6.19,6.39,40824.10769999999,41721.848,42068.881400000006,36645.047600000005,34605.1089
West Bengal ,May,615136,606513,622408,527466,509869,5.27,5.6,5.86,6.19,6.39,32417.667199999996,33964.727999999996,36473.1088,32650.1454,32580.6291
West Bengal ,June,726446,683935,663470,546972,512341,5.27,5.6,5.86,6.19,6.39,38283.70419999999,38300.35999999999,38879.342000000004,33857.5668,32738.5899
West Bengal ,July,818125,806493,779309,733834,628323,5.27,5.6,5.86,6.19,6.39,43115.1875,45163.608,45667.5074,45424.3246,40149.8397
West Bengal ,August,800837,785993,719129,652111,599478,5.27,5.6,5.86,6.19,6.39,42204.109899999996,44015.608,42140.95940000001,40365.670900000005,38306.6442
West Bengal ,September,751513,719894,719964,608177,542600,5.27,5.6,5.86,6.19,6.39,39604.7351,40314.064,42189.890400000004,37646.1563,34672.14
West Bengal ,October,945017,890223,866976,741770,683286,5.27,5.6,5.86,6.19,6.39,49802.395899999996,49852.488,50804.793600000005,45915.56300000001,43661.9754
West Bengal ,November,1092440,1012569,997738,878280,815947,5.27,5.6,5.86,6.19,6.39,57571.587999999996,56703.863999999994,58467.446800000005,54365.532,52139.0133
West Bengal ,December,1226398,1191498,1167840,1021375,912723,5.27,5.6,5.86,6.19,6.39,64631.17459999999,66723.88799999999,68435.424,63223.1125,58322.9997
